place_id,place_name,about,link
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,All,https://lh5.googleusercontent.com/p/AF1QipOXBR-vMyafSAkzLkUrykOp9EknQ8nUj3wYdC21=w446-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Latest,https://lh5.googleusercontent.com/p/AF1QipO2LH_fUeR9WXaKk7A9ea_3VZUK8-GcjT1eZ27w=w376-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Menu,https://lh5.googleusercontent.com/p/AF1QipNn-kq0KuRqBdIiMqOLN1MBC13xi8jUA_ht5pIS=w224-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Food & drink,https://lh5.googleusercontent.com/p/AF1QipMXvRhmMTHG5JBjmbOlpg2eUiU5ZuPwJi-MW72u=w224-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Vibe,https://lh5.googleusercontent.com/p/AF1QipNIXU8EH2GcZuqK1QfGlFyPA2X16UeoiDqZsRY=w224-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Cortado,https://lh5.googleusercontent.com/p/AF1QipNjVMJd7UDep42YZ09S6MAqzJwKDfn0ucoAftle=w224-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Coffee,https://lh5.googleusercontent.com/p/AF1QipPNkezMDmLEtMEdGKWpzk5FB7ksqjX7tjC3taA=w224-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,By owner,https://lh5.googleusercontent.com/p/AF1QipNML84WmfIOtee9NcV5cLMkgT5hhvRZq_VFh5Kq=w446-h298-k-no
ChIJJ1P-t601K4gRgEoLJBLra7M,Capital Espresso,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipOVbEaoBTONx6iGhv2sY12sE_8_u7Zx7oenjGLc=w224-h298-k-no-pi-18.328554-ya215.08939-ro0.3105794-fo100
ChIJn3PlAKo1K4gRUVUZubUUEVA,Louie Coffee Shop,All,https://lh5.googleusercontent.com/p/AF1QipOrtFxA2LLqlgsEDguMiyTqqYmNr3f-FzmtT7Oa=w450-h298-k-no
ChIJn3PlAKo1K4gRUVUZubUUEVA,Louie Coffee Shop,Latest,https://lh5.googleusercontent.com/p/AF1QipPYCYJN9KZ2rJdtgnr5h1IdRCbxiMdBYi-doC2B=w224-h298-k-no
ChIJn3PlAKo1K4gRUVUZubUUEVA,Louie Coffee Shop,Videos,https://lh5.googleusercontent.com/p/AF1QipOxqXryRpDrV-pMhFbmmieE-Zof3OPSXg0DrRNc=w529-h298-k-no
ChIJn3PlAKo1K4gRUVUZubUUEVA,Louie Coffee Shop,Menu,https://lh5.googleusercontent.com/p/AF1QipODBOfoZomZcQAFemrj2xg3BBa4LWiUnN1N0D4v=w529-h298-k-no
ChIJn3PlAKo1K4gRUVUZubUUEVA,Louie Coffee Shop,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNuf2qdhVcrOuSmEB3Kwoq38M5CuK2QMLcdXVr9=w253-h298-k-no
