place_id,place_name,about,link
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,All,https://lh5.googleusercontent.com/p/AF1QipO9hGSXf0p1qZKAbdZMxxdnkMw-C7UfvUxXQTO7=w298-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Menu,https://lh5.googleusercontent.com/p/AF1QipMUjJcY76Cu8GpsP8JeSckwvap-C7zjB2waR3hu=w397-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Videos,https://lh5.googleusercontent.com/p/AF1QipO511WJm7Y7DtO2-2DdpHTjQWr9gv6lU8lrwANs=w224-h409-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPWl90HIX6TAWVGSwxhti5qakatsi4jaAOP71KY=w238-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Vibe,https://lh5.googleusercontent.com/p/AF1QipNFAWL6R2w6xgYbYqSIZkzyH0FsVQeEKXDeemYY=w474-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Kurtoskalacs,https://lh5.googleusercontent.com/p/AF1QipMsgRPZUjdfasM35noTSjZ63eHoxb2gve0IWpvw=w224-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,By owner,https://lh5.googleusercontent.com/p/AF1QipO__s9XFTmOSsb4UUHZ95iLyHYsq6QJsZWQ7yG3=w238-h298-k-no
ChIJqxy1-Cuf9xQR6Aiuzupb3-g,Coffee Wizard,Street View & 360deg,https://lh5.googleusercontent.com/p/AF1QipM_M6CE5_UcUuNNTEzjSiTl6u0b7AwXAJCFJ7zW=w224-h298-k-no-pi1.361867-ya319.77826-ro5.8639116-fo100
ChIJoXs-Z7Gd9xQRJgXVkxK8aWM,sbrtyh - Coffee & market,All,https://lh5.googleusercontent.com/p/AF1QipOs1mSxEhcu-jQkK6yF4vCPgvjCntAIIm_o0f-C=w447-h298-k-no
ChIJoXs-Z7Gd9xQRJgXVkxK8aWM,sbrtyh - Coffee & market,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPZjXYS6CFIRuKzjoXsqhWGOvtfTYs0KjApAUdp=w645-h298-k-no
ChIJoXs-Z7Gd9xQRJgXVkxK8aWM,sbrtyh - Coffee & market,Coffee,https://lh5.googleusercontent.com/p/AF1QipOtZQAyoXe8ABLp1isw8tU1IbmfSysfC9C5fRor=w224-h298-k-no
ChIJIU2Tmp6d9xQRJab2uaaAbjg,ERA COFFEE,All,https://lh5.googleusercontent.com/p/AF1QipOWpF8u_oczbrtGwcEloXCXQUUfzfXubmcwwGTV=w265-h298-k-no
ChIJIU2Tmp6d9xQRJab2uaaAbjg,ERA COFFEE,Latest,https://lh5.googleusercontent.com/p/AF1QipOGeln83x80ZJkyA6i19_ogxfCEErV0WpTktnPr=w224-h298-k-no
ChIJIU2Tmp6d9xQRJab2uaaAbjg,ERA COFFEE,Videos,https://lh5.googleusercontent.com/p/AF1QipNZTe7uEkA1yiWcJVzoXSFcX3_0hQ_tk5Gw7oOh=w224-h398-k-no
ChIJIU2Tmp6d9xQRJab2uaaAbjg,ERA COFFEE,Menu,https://lh5.googleusercontent.com/p/AF1QipM1RWWx5QaF5OvNABoSE13wcaT6on7jHHCe9Fca=w224-h398-k-no
