place_id,place_name,about,link
ChIJVdz0cGVw9BIRf6tCjfkC4Jk,Teachers cafe,All,https://lh5.googleusercontent.com/p/AF1QipPl88tPb7BzEvBIhMTRrjmo9G2u00YvTO2904zO=w529-h298-k-no
ChIJ4bEsH6px9BIRd34KaLbO30I,Nassim cafe,All,https://lh5.googleusercontent.com/p/AF1QipMahfNT6q04wUrwqCeOykVQzLoZXhFzugMlLH76=w224-h485-k-no
ChIJ4bEsH6px9BIRd34KaLbO30I,Nassim cafe,Food & drink,https://lh5.googleusercontent.com/p/AF1QipP0tujQNuuUvjH7aUIg6vRU3hA38XbtwREYdmWz=w224-h485-k-no
ChIJ4bEsH6px9BIRd34KaLbO30I,Nassim cafe,Coffee,https://lh5.googleusercontent.com/p/AF1QipOL4rysKwudw7pi7v8_Uj37l7TjVvmQIKCD6i9E=w224-h485-k-no
ChIJsdFjAkZx9BIREasnsPRokho,Caffe Les frere Rahmani,All,https://lh5.googleusercontent.com/p/AF1QipNRZ1VxoSOTbnwZWpKFjWQtn1xYlAd8W9ypfiME=w224-h298-k-no
ChIJsdFjAkZx9BIREasnsPRokho,Caffe Les frere Rahmani,Vibe,https://lh5.googleusercontent.com/p/AF1QipNRZ1VxoSOTbnwZWpKFjWQtn1xYlAd8W9ypfiME=w224-h298-k-no
ChIJsdFjAkZx9BIREasnsPRokho,Caffe Les frere Rahmani,Videos,https://lh5.googleusercontent.com/p/AF1QipPbNAPbzNCxzIWS1ve4IRMidThJMiWj9xGKHgth=w224-h398-k-no
ChIJNYFblidx9BIRTJ56BOkZrvI,Almass coffee,All,https://lh5.googleusercontent.com/p/AF1QipOxEhAGcMl_wMVuRYdEGeXYC9DyStQUtbBV-1xo=w224-h298-k-no
ChIJNYFblidx9BIRTJ56BOkZrvI,Almass coffee,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNEy6Wsto8CGoTZkkDZruU_WKv4BcohW0Bg2ZSe=w224-h298-k-no
ChIJNYFblidx9BIRTJ56BOkZrvI,Almass coffee,Vibe,https://lh5.googleusercontent.com/p/AF1QipMd61qrTCao7mwyJoka8z3WGeRb6zMnoLVhLkB5=w224-h298-k-no
ChIJh_x3ElRx9BIRPvtEJ-Wnn5M,Cafe deux freres,All,https://lh5.googleusercontent.com/p/AF1QipM8DA92POdGqy_GGkU9-z0gyvgmWbVxMeHYIitI=w224-h398-k-no
ChIJh_x3ElRx9BIRPvtEJ-Wnn5M,Cafe deux freres,Latest,https://lh5.googleusercontent.com/p/AF1QipPBndnW_wlZznzuRT_3qNnHmiYUOaBBB1NAMaJv=w224-h298-k-no
ChIJh_x3ElRx9BIRPvtEJ-Wnn5M,Cafe deux freres,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNEYh_9sNGWdihlq-FkQQT7DPpVADjyD6qzAWJs=w224-h298-k-no
ChIJh_x3ElRx9BIRPvtEJ-Wnn5M,Cafe deux freres,Vibe,https://lh5.googleusercontent.com/p/AF1QipMynWoqoDnKwBnNN8j77Xjxgcz2D9qsqJ9A17UN=w224-h298-k-no
ChIJh_x3ElRx9BIRPvtEJ-Wnn5M,Cafe deux freres,By owner,https://lh5.googleusercontent.com/p/AF1QipM8DA92POdGqy_GGkU9-z0gyvgmWbVxMeHYIitI=w224-h398-k-no
ChIJv-ulg-xx9BIR6nY0la3DJlA,Cafe du terminus,All,https://lh5.googleusercontent.com/p/AF1QipMjbAzwXpllztZH4hkpoMHJKalizYk7sr79ptd1=w224-h298-k-no
ChIJv-ulg-xx9BIR6nY0la3DJlA,Cafe du terminus,Vibe,https://lh5.googleusercontent.com/p/AF1QipMsh1Ys0U8W_XxvR7jWkx66OOKSfszycokeKKc0=w224-h298-k-no
ChIJ-wEynNhx9BIRvbVeTEBZ6C0,mqh~ lSbH Asirem,All,https://lh5.googleusercontent.com/p/AF1QipOV6pkJ06RKPpVoARvnjvIQJUxLEiVZnw7RG0KX=w397-h298-k-no
ChIJ-wEynNhx9BIRvbVeTEBZ6C0,mqh~ lSbH Asirem,Vibe,https://lh5.googleusercontent.com/p/AF1QipNUNFErGkoWuPLsudjkFDrltK4q1soqZkxIEvOf=w397-h298-k-no
ChIJ-wEynNhx9BIRvbVeTEBZ6C0,mqh~ lSbH Asirem,Videos,https://lh5.googleusercontent.com/p/AF1QipMfCht8madDUXZwTa1xJ-HVv-iWup0c7G5vkzJE=w224-h398-k-no
ChIJmUEy3utx9BIR7_J_5NZJvPA,shy lHmdy,All,https://lh5.googleusercontent.com/p/AF1QipPtNpCjKVW4rcMqy6k_ixOy76DZCLErypnXtZ86=w228-h298-k-no
ChIJtcmPV0lx9BIR10Sw4vjMFvM,Cafeteria Nadji,All,https://lh5.googleusercontent.com/p/AF1QipOy4KkBV9q0ZZk1AsTmkGMOCsjQtZdItn7abtuj=w224-h298-k-no
ChIJtcmPV0lx9BIR10Sw4vjMFvM,Cafeteria Nadji,Latest,https://lh5.googleusercontent.com/p/AF1QipPpt2ctxwJZXmpuVy0zXc-acxHEoRF3e-TcpZVM=w224-h298-k-no
ChIJtcmPV0lx9BIR10Sw4vjMFvM,Cafeteria Nadji,Vibe,https://lh5.googleusercontent.com/p/AF1QipOCN9Xa4p7tGTO5zn_ug5IeTyl7g3dewpm_FUC0=w224-h298-k-no
ChIJq2yrLYhx9BIRVCdHzxpKDO0,Coffee Time,All,https://lh5.googleusercontent.com/p/AF1QipMia2x5EKmpTGLJLpjEfliChnDSMUhvrkTdwB6V=w224-h298-k-no
ChIJXUSzbtlx9BIRoRtxuUdteQY,Bent Chikh Patisserie,All,https://lh5.googleusercontent.com/p/AF1QipPC80bMcyBxhhIp99tKs3Tqc8wrwcTqOdAPBiZC=w224-h398-k-no
ChIJXUSzbtlx9BIRoRtxuUdteQY,Bent Chikh Patisserie,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOoT5lQe8pFy0dWlryO7zLhczvvHM4g1z1y0Jcc=w224-h398-k-no
ChIJXUSzbtlx9BIRoRtxuUdteQY,Bent Chikh Patisserie,Videos,https://lh5.googleusercontent.com/p/AF1QipMTNL9jGdQQQSSq5tckYa4gH0jNVL5b3mvgkcO9=w224-h398-k-no
ChIJTUfNfqtx9BIRZQnyj5_w5Xg,Baker fadene,All,https://lh5.googleusercontent.com/p/AF1QipOcLH9g2ww9KAQAty6ADuIEKl5vaiRR4_rUMWl-=w224-h472-k-no
ChIJ_2BntNBx9BIRknt-bBTDOhw,Cafe fadene,All,https://lh5.googleusercontent.com/p/AF1QipMTnZ7lusRahKxut2Xa0628r3Ea1kmX9UwE70cK=w224-h472-k-no
ChIJ78YKyBhx9BIRw9LZzYP0hMU,mqh~ lkhw@ SHrwy,All,https://lh5.googleusercontent.com/p/AF1QipOUM4hLvt1Pc9pAIjGGmhZqliyV4oTJhuCxkHTW=w224-h298-k-no
ChIJtQ3xMnp39BIRuR_-KQZTYw8,Cafe Bassem Ouled Bouhenaf,All,https://lh5.googleusercontent.com/p/AF1QipNapu6PSzFYa06H2iit6Iirjq3lwznYHyIqpYU=w396-h298-k-no
