place_id,place_name,about,link
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,All,https://lh5.googleusercontent.com/p/AF1QipNGfMzP_iQuhQkZcWmqXPagI6lUjXXhuAnW3eJg=w529-h298-k-no
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,Latest,https://lh5.googleusercontent.com/p/AF1QipNGfMzP_iQuhQkZcWmqXPagI6lUjXXhuAnW3eJg=w529-h298-k-no
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,Videos,https://lh5.googleusercontent.com/p/AF1QipOERBS0aFtHh_qrPx7sqmGBHIZ9FdqvXcCwT-ax=w224-h496-k-no
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNzx8ufIskHv25GKrPoUAUq_kYnLExa5WiNQnit=w529-h298-k-no
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,Vibe,https://lh5.googleusercontent.com/p/AF1QipO5XU1gjCfWxFm2RV-2SGOwqv8ormKd3Nw7trq9=w224-h497-k-no
ChIJORg8697xhA0RwnZA37mbyPE,Cafe royal,Coffee,https://lh5.googleusercontent.com/p/AF1QipNzx8ufIskHv25GKrPoUAUq_kYnLExa5WiNQnit=w529-h298-k-no
ChIJsR-bK83xhA0RWE79d__fdmo,Cafe sijilmassa,All,https://lh5.googleusercontent.com/p/AF1QipMs4h5QZWLcSIXWBcBQCvnhy5vMEMjSKU_TJaCA=w613-h298-k-no
ChIJiUZ1UbzxhA0R0qH8FBrFXtA,Patisserie BOUDI,All,https://lh5.googleusercontent.com/p/AF1QipPAUmbZ0lxejaVrpZyTgXPTgZWI_ImpIykXzywR=w397-h298-k-no
ChIJiUZ1UbzxhA0R0qH8FBrFXtA,Patisserie BOUDI,Food & drink,https://lh5.googleusercontent.com/p/AF1QipMaR6WD0hhRgmIz21wz6Da9teuazoD8F0LlTMPJ=w662-h298-k-no
ChIJiUZ1UbzxhA0R0qH8FBrFXtA,Patisserie BOUDI,Vibe,https://lh5.googleusercontent.com/p/AF1QipMCOfX4mojGKxoHm52geOPlkKStT-R7liI3K0yj=w224-h298-k-no
ChIJiUZ1UbzxhA0R0qH8FBrFXtA,Patisserie BOUDI,By owner,https://lh5.googleusercontent.com/p/AF1QipM8oGDbpQJfsi9MwLat69V5XNBDDHmfTrXlD9Uk=w397-h298-k-no
ChIJIxrv6wrxhA0RM4Vi1QcZljo,Cafe la course,All,https://lh5.googleusercontent.com/p/AF1QipNzQqG-06P0GxrO8GKhseAh8EVZc2pNLQPduH1m=w662-h298-k-no
ChIJIxrv6wrxhA0RM4Vi1QcZljo,Cafe la course,Videos,https://lh5.googleusercontent.com/p/AF1QipOe-Eyb5_XZVzn-pRMuVB1E9lnUpV_WvWiPx3Sk=w224-h398-k-no
ChIJtYy4NrzxhA0Ra5jGinM-Cxo,Cafe Maldives,All,https://lh5.googleusercontent.com/p/AF1QipN8NN1fV7mgncTqOTHMMESPBlRK0Hqo2IkMbVsG=w529-h298-k-no
ChIJtYy4NrzxhA0Ra5jGinM-Cxo,Cafe Maldives,Vibe,https://lh5.googleusercontent.com/p/AF1QipN8NN1fV7mgncTqOTHMMESPBlRK0Hqo2IkMbVsG=w529-h298-k-no
ChIJ8e6XQQzxhA0RlSAJWK83GP0,Cafe Salam mqh~ lslm,All,https://lh5.googleusercontent.com/p/AF1QipP2RrWyNP20HJRqo11q4AS2Xu35vMkpTDqv8eUq=w645-h298-k-no
ChIJ8e6XQQzxhA0RlSAJWK83GP0,Cafe Salam mqh~ lslm,Vibe,https://lh5.googleusercontent.com/p/AF1QipP2RrWyNP20HJRqo11q4AS2Xu35vMkpTDqv8eUq=w645-h298-k-no
ChIJyzuPTEvxhA0RInvx9lU9KO8,Taourirt,All,https://lh5.googleusercontent.com/p/AF1QipOKh1h23kyV26QvlhumVWGRDmCdnYA2PhwoF6FD=w224-h398-k-no
ChIJyzuPTEvxhA0RInvx9lU9KO8,Taourirt,Videos,https://lh5.googleusercontent.com/p/AF1QipOKh1h23kyV26QvlhumVWGRDmCdnYA2PhwoF6FD=w224-h398-k-no
