place_id,place_name,about,link
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,All,https://lh5.googleusercontent.com/p/AF1QipPAagnaWspTFyX5SAd0aq1AGA16bcPHwq1XoBEZ=w298-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Menu,https://lh5.googleusercontent.com/p/AF1QipO-9ANQaYJ5HvnUhO3O0iVHX0GJomYDIM-DfNUD=w475-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Food & drink,https://lh5.googleusercontent.com/p/AF1QipMh65s7UXeEQ4N8lqyrYjIbjP5UMDZ33EGx00bp=w298-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Vibe,https://lh5.googleusercontent.com/p/AF1QipMbBNpCZ6jrvwtoLJyDsj9OEI02LPnQen-s_i30=w298-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Take-out,https://lh5.googleusercontent.com/p/AF1QipNtDPjeA2EPsfVxdbEoRFGEZ-njX3bOOhZiodz-=w298-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Coffee,https://lh5.googleusercontent.com/p/AF1QipOWPWR9jwxLT34n6Uo3j4zzYGh9SHWYoZ1Q4ULI=w224-h398-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,By owner,https://lh5.googleusercontent.com/p/AF1QipO2PN6jXPazur7Wz8ZLPorkqsjAmJmvqBI8OUEy=w298-h298-k-no
ChIJ2yIKS_UFUBMReUbXDX1kNto,Mon Cheri,Street View & 360deg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TcKjK_RNqo4tGzgktm6PgQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=210.14484&pitch=0&thumbfov=100
ChIJ4aJLSn4FUBMRrvaVQRzTWSA,Auto LT,All,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WcDM2zEngxLdtxM_o6qTHA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=271.31207&pitch=0&thumbfov=100
ChIJ4aJLSn4FUBMRrvaVQRzTWSA,Auto LT,Street View & 360deg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WcDM2zEngxLdtxM_o6qTHA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=271.31207&pitch=0&thumbfov=100
ChIJia_TJRYPUBMR24YvtslD_LE,Bar caffe Natyra e Qete,All,https://lh5.googleusercontent.com/p/AF1QipMG-rycc-rCNWP9CofL68LVT0gyMrMB_0cZxvta=w224-h298-k-no
