place_id,place_name,about,link
ChIJ8VojAnYOhBIRgUNVzoYdIUQ,lhn,All,https://lh5.googleusercontent.com/p/AF1QipNlXPRXCOv00OIoAO1oz6fPgM_IihvhEsrBrBPu=w397-h298-k-no
ChIJ8VojAnYOhBIRgUNVzoYdIUQ,lhn,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNQujNin3WcfxsJ0t2mWU5DP6g30-oOuWduNakx=w224-h485-k-no
ChIJjXogQjA_hBIROPAal-JzYbg,Coffe Bouchibane,All,https://lh5.googleusercontent.com/p/AF1QipNM0fruHcC1x_capQPugrYbiuZqETL45nuVmebn=w529-h298-k-no
ChIJjXogQjA_hBIROPAal-JzYbg,Coffe Bouchibane,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOInZle9vT7-OZXpynImZvDBMJ88MIRWRZSnlXy=w529-h298-k-no
ChIJjXogQjA_hBIROPAal-JzYbg,Coffe Bouchibane,Videos,https://lh5.googleusercontent.com/p/AF1QipMKY9YM83XYjTAXMiNpA0Dsy4YeC9yoClItWP9i=w529-h298-k-no
ChIJjXogQjA_hBIROPAal-JzYbg,Coffe Bouchibane,Vibe,https://lh5.googleusercontent.com/p/AF1QipMwZGbWmgaJuemdSqOWF_GmYFjox8T1H5hwq4a7=w529-h298-k-no
ChIJMzYYvqURhBIRWC7nFql0HII,Coffe Istanbul,All,https://lh5.googleusercontent.com/p/AF1QipMW7aCUKoUtXxbFnS3maS0-zuF2wyKBokjR0r8o=w397-h298-k-no
ChIJMzYYvqURhBIRWC7nFql0HII,Coffe Istanbul,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOuXkqMg92FHwycF45vHvZCpMejE-5RE2m-ow-q=w397-h298-k-no
ChIJMzYYvqURhBIRWC7nFql0HII,Coffe Istanbul,Vibe,https://lh5.googleusercontent.com/p/AF1QipOoH6f0nHVb4-iBxKNmeS-gLJw5JMv5ymO6jUj-=w224-h398-k-no
ChIJY3Enz94PhBIR9YsVyK2vmWw,shy lmdyn@,All,https://lh5.googleusercontent.com/p/AF1QipOWNSqs_wNgb0sznADg3YpOFFflruUUzrz47z47=w524-h298-k-no
ChIJk9PHdxwRhBIRG83HCrR4ZiM,Crepes et donuts chez yassine,All,https://lh5.googleusercontent.com/p/AF1QipNLY1EGKiixwsFIwc_XX91zNJTTaQn_0tZuxf_G=w224-h398-k-no
ChIJk9PHdxwRhBIRG83HCrR4ZiM,Crepes et donuts chez yassine,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNLY1EGKiixwsFIwc_XX91zNJTTaQn_0tZuxf_G=w224-h398-k-no
ChIJacopnV4JhBIRWu_1t8B8onk,Cafe 712 chorfa,All,https://lh5.googleusercontent.com/p/AF1QipNaPhrW27HUyjuORlyDxz3KnEa0RZyG48Hl_z_Y=w224-h398-k-no
ChIJUeU-UXUPhBIRU_wttaNtg4Y,Nostalgic coffee shop,All,https://lh5.googleusercontent.com/p/AF1QipOYZ647WJrPFYWWffk_fj4mU9TYgD89p1zZ_zDs=w397-h298-k-no
ChIJUeU-UXUPhBIRU_wttaNtg4Y,Nostalgic coffee shop,Food & drink,https://lh5.googleusercontent.com/p/AF1QipM_SlFH_GJbxw_NE1PlpYmN3qF7vfMwEHmBD-on=w238-h298-k-no
ChIJUeU-UXUPhBIRU_wttaNtg4Y,Nostalgic coffee shop,Coffee,https://lh5.googleusercontent.com/p/AF1QipN04Hasncay-8RQz4lBnhyNlKhvqfHqEnKMcxIV=w224-h298-k-no
ChIJb5LA8PoPhBIR5tZmZhicns0,La Merienda,All,https://lh5.googleusercontent.com/p/AF1QipM1X90P3rAas0Ah7PRaKbvgp6TB6E6UiXlzI7qF=w298-h298-k-no
ChIJb5LA8PoPhBIR5tZmZhicns0,La Merienda,Menu,https://lh5.googleusercontent.com/p/AF1QipOAkSNXIyPVuxWpICY2fAJF4vyNWKi2RkWZhyz3=w298-h298-k-no
ChIJb5LA8PoPhBIR5tZmZhicns0,La Merienda,Food & drink,https://lh5.googleusercontent.com/p/AF1QipOcrTjbMtkBRKHgD623PO_inu8L0QQiGwu53yai=w298-h298-k-no
ChIJb5LA8PoPhBIR5tZmZhicns0,La Merienda,Coffee,https://lh5.googleusercontent.com/p/AF1QipOxou8zioaDz72pgZAugh_ma-6EjsCbNLGpKGnr=w298-h298-k-no
ChIJDQ-9XMUPhBIR4jeD0mgFhuw,cafe 7 CHEZ MECHACHA,All,https://lh5.googleusercontent.com/p/AF1QipPoR8MuY5CsKflQ0A3rfNfoqq3UYvSg33IT9Nkj=w224-h298-k-no
ChIJDQ-9XMUPhBIR4jeD0mgFhuw,cafe 7 CHEZ MECHACHA,Food & drink,https://lh5.googleusercontent.com/p/AF1QipM67gW-tgPCIzOqG_lOpCdXQxUa74zLnPX7IFDq=w529-h298-k-no
ChIJDQ-9XMUPhBIR4jeD0mgFhuw,cafe 7 CHEZ MECHACHA,Vibe,https://lh5.googleusercontent.com/p/AF1QipP91h1HakH_XG8WO7NyNUdC8is5UEJMop0aEATs=w224-h398-k-no
ChIJCZM3hXE_hBIRJzUtNn2pse4,mqhy msjd wdy lfD@,All,https://lh5.googleusercontent.com/p/AF1QipOleqgbsHSk7YPdTxDKXtcRUbWuLv_ompOGlAHp=w447-h298-k-no
ChIJCZM3hXE_hBIRJzUtNn2pse4,mqhy msjd wdy lfD@,Vibe,https://lh5.googleusercontent.com/p/AF1QipOleqgbsHSk7YPdTxDKXtcRUbWuLv_ompOGlAHp=w447-h298-k-no
ChIJZV0dlIUPhBIRZWHKJOZWgaY,Coffee Maghreb,All,https://lh5.googleusercontent.com/p/AF1QipNeIyk33xEaYxGfCvfPcWhCNJwKG0gL3NmXIk0w=w224-h433-k-no
ChIJZV0dlIUPhBIRZWHKJOZWgaY,Coffee Maghreb,Food & drink,https://lh5.googleusercontent.com/p/AF1QipMC2IjTYZPKDq5QmIrEzoNEq9bxyN4XvhoZC7if=w397-h298-k-no
ChIJ3_IbHbY9hBIRmTu7aEAkAHc,lqwsTw,All,https://lh5.googleusercontent.com/p/AF1QipPMuHa57AERjOBbl6Ea7MLUUR9jjsSi8y4Bnp-B=w224-h398-k-no
ChIJ3_IbHbY9hBIRmTu7aEAkAHc,lqwsTw,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPMuHa57AERjOBbl6Ea7MLUUR9jjsSi8y4Bnp-B=w224-h398-k-no
ChIJ3_IbHbY9hBIRmTu7aEAkAHc,lqwsTw,Videos,https://lh5.googleusercontent.com/p/AF1QipPMuHa57AERjOBbl6Ea7MLUUR9jjsSi8y4Bnp-B=w224-h398-k-no
ChIJQ2sCPOQ9hBIRIqeSK_ZhPMk,Cefe de coin,All,https://lh5.googleusercontent.com/p/AF1QipNCfa30AyyOpXpnjdtoWfRp9M1l1tDlaLMAAij6=w397-h298-k-no
