place_id,place_name,about,link
ChIJsZZOm8t8-hIROrH3wPpH5II,Cafe IFRIQUIA,All,https://lh5.googleusercontent.com/p/AF1QipNI3JPvLYIl2EWpiEHKYp32m7-9a3btOOvqalNL=w397-h298-k-no
ChIJsZZOm8t8-hIROrH3wPpH5II,Cafe IFRIQUIA,Vibe,https://lh5.googleusercontent.com/p/AF1QipMoE53F4rBh9BRv0ouKAGNqTIQGGHYmlI7eMPml=w224-h298-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,All,https://lh5.googleusercontent.com/p/AF1QipMc8oMi31gHg-oxVVLNrPW_bGuuY6NKZaWeKMI=w224-h298-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,Menu,https://lh5.googleusercontent.com/p/AF1QipNuoPW50kiIwLRPTAli0aOHEsFG9x26uQ1hK0I=w397-h298-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,Videos,https://lh5.googleusercontent.com/p/AF1QipOSPDmg_M8FuxcPYoU7zKfuIxWqXXfnF1XOTWps=w224-h398-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,Food & drink,https://lh5.googleusercontent.com/p/AF1QipN6sNHIadOPlxFP62tNjdVBuShcEyUCZ4H7Dk4=w224-h298-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,Vibe,https://lh5.googleusercontent.com/p/AF1QipMb7An4edSyAb18R_ja-FBZnyc5gYnCmoj8uSg=w397-h298-k-no
ChIJJ5d6YB59-hIR7Xo3dimgDRQ,Vienna coffee shop,Coffee,https://lh5.googleusercontent.com/p/AF1QipOds6s3B71LjywD271xESNqrFl5fmau3slPI5E=w244-h298-k-no
ChIJVcEcydd9-hIRJPu8i7SltQ4,Flamingo Cafe,All,https://lh5.googleusercontent.com/p/AF1QipOimKXZyVKuQi9RGmDhb9tTStx-jBrqrjZ8Umi9=w298-h298-k-no
ChIJVcEcydd9-hIRJPu8i7SltQ4,Flamingo Cafe,Menu,https://lh5.googleusercontent.com/p/AF1QipPLLQrlLHpbA5rOPzNd5jJ0jZ5WLVOAwhtp2R5K=w224-h497-k-no
ChIJVcEcydd9-hIRJPu8i7SltQ4,Flamingo Cafe,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPQRSVkdSzw-ao1D5k9ebksPHBvVhPSCXjhXhMj=w238-h298-k-no
ChIJre6J0kd9-hIRwQESutwm2tQ,OZ CAFE,All,https://lh5.googleusercontent.com/p/AF1QipO3W2bDgJdNQ4V1O6PjhI0BlWKRZoxUClGc2IoZ=w298-h298-k-no
ChIJre6J0kd9-hIRwQESutwm2tQ,OZ CAFE,Videos,https://lh5.googleusercontent.com/p/AF1QipOuFlI49zIkNQUoM_lppDsp7fNOKahcbeDBSKOa=w224-h398-k-no
ChIJP-3EGqFj-hIRCbRbKESQhGU,Cafeteria le bon coin,All,https://lh5.googleusercontent.com/p/AF1QipOOEflWAdnXQQRAl8tZxuajHha2t0Da2zpX5K7q=w224-h398-k-no
ChIJM9GeN959-hIRvcLwvpqROrw,cafe cercle,All,https://lh5.googleusercontent.com/p/AF1QipM15pjzwNbcrkWyOlkXaym1jHBiS_M9VakU4VYk=w224-h398-k-no
ChIJM9GeN959-hIRvcLwvpqROrw,cafe cercle,Vibe,https://lh5.googleusercontent.com/p/AF1QipOKD_wetU5SoiO7zSyInvgHoQQ0CENqFY4ssvVZ=w224-h376-k-no
ChIJEcHFbQx9-hIRmMBLXPUWsyY,Cafe des princes,All,https://lh5.googleusercontent.com/p/AF1QipN-GwD8touFPbKzOe6vfa8dHVAQQ8gf9YELHngD=w397-h298-k-no
ChIJ03XOeWZ9-hIRQ2HJ1g7KBDQ,Cafeteria,All,https://lh5.googleusercontent.com/p/AF1QipPJv_7G4V8VDfGDp7kgQmk2ESUVEGsBojWZ6lRs=w397-h298-k-no
ChIJAfngdTl9-hIRxfB83RDkC3Y,Coffee Shop L'olivier,All,https://lh5.googleusercontent.com/p/AF1QipNYTbzV5o9yeIX0-yrcCxcW67V9n7knjPSnEDN6=w397-h298-k-no
ChIJAfngdTl9-hIRxfB83RDkC3Y,Coffee Shop L'olivier,Coffee,https://lh5.googleusercontent.com/p/AF1QipO68O93KI1y3v6_WZgkSBt8sjPXXrwrapyP2hK4=w224-h298-k-no
ChIJDdgJlyB9-hIRGttYRXf7Ztc,Cafe Nacer Belfadel,All,https://lh5.googleusercontent.com/p/AF1QipPffsJafr7YZYdmrxSrNIYWy11WDTT7u-H4d9Nj=w224-h497-k-no
ChIJDdgJlyB9-hIRGttYRXf7Ztc,Cafe Nacer Belfadel,Food & drink,https://lh5.googleusercontent.com/p/AF1QipNLVqJ0HpxNxJyqz-rK-ZXeSdF18OyHYTuc0Pt8=w224-h497-k-no
