place_id,place_name,about,link
ChIJm4EuFCtrjxIRP1wlZTOOz8A,Station-service,All,https://lh5.googleusercontent.com/p/AF1QipMdx1CpV1px2m6H8bEACzgx00w1BsJ-n4pMjwNn=w397-h298-k-no
ChIJm4EuFCtrjxIRP1wlZTOOz8A,Station-service,Food & drink,https://lh5.googleusercontent.com/p/AF1QipPWH45M4qSuceWR6VTNEgkp3zrrku0_NDA1ShRR=w224-h398-k-no
ChIJm4EuFCtrjxIRP1wlZTOOz8A,Station-service,Videos,https://lh5.googleusercontent.com/p/AF1QipPWH45M4qSuceWR6VTNEgkp3zrrku0_NDA1ShRR=w224-h398-k-no
ChIJYcPzf-9qjxIRL8u1A9I_6RU,Cafe Maure Bab Lakouas,All,https://lh5.googleusercontent.com/p/AF1QipNFH77HEIKD2e8PWe7QYZJ-CTidsoW54X2E3uQs=w224-h298-k-no
ChIJ42iECMlrjxIROUKti2NcJKs,shy w mksrt wlyd,All,https://lh5.googleusercontent.com/p/AF1QipPJ_Rms07U6myRZ9I_BjUK09ZZuW6WohE0oRSRB=w224-h298-k-no
ChIJ42iECMlrjxIROUKti2NcJKs,shy w mksrt wlyd,Food & drink,https://lh5.googleusercontent.com/p/AF1QipO4L5vbO4kZrACWe6OHfpPE3Ro2HaV8DSYAHrtU=w224-h470-k-no
ChIJ42iECMlrjxIROUKti2NcJKs,shy w mksrt wlyd,Vibe,https://lh5.googleusercontent.com/p/AF1QipMplNnC0wd-RRY-sdgufBzpZsjT2ifIjjqGGvx0=w395-h298-k-no
ChIJQYOfMk9rjxIRDCbY73tZTEk,Cafe ILYES,All,https://lh5.googleusercontent.com/p/AF1QipNjN11dtOoX_PjQCV5UajCHcIzz-nIR2Dp1CI46=w529-h298-k-no
ChIJQYOfMk9rjxIRDCbY73tZTEk,Cafe ILYES,Vibe,https://lh5.googleusercontent.com/p/AF1QipMl1cGLCo5slPyQZncJhgWSak_hZuDVgb_IgSew=w575-h298-k-no
ChIJ1XYPHEprjxIRDiJx1a7Geqg,Golden cafe,All,https://lh5.googleusercontent.com/p/AF1QipMZOO98f_ubXgwW0IqaSBmAfmryZXRmOg_IHn4=w476-h298-k-no
ChIJ1XYPHEprjxIRDiJx1a7Geqg,Golden cafe,Vibe,https://lh5.googleusercontent.com/p/AF1QipOa8zFzbqTqcONZQz9ThaXcoyVk8g4qufQFkJk=w476-h298-k-no
ChIJ0_f6f2drjxIRkdplX4Bu0ag,Havana coffee,All,https://lh5.googleusercontent.com/p/AF1QipMkBhipVqBtXxyS_M54g0YXWGdtgs8unM04uZTW=w397-h298-k-no
ChIJ0_f6f2drjxIRkdplX4Bu0ag,Havana coffee,Vibe,https://lh5.googleusercontent.com/p/AF1QipOOCHfT3YVQTkl6rpLAWI4PqmZsWIbgTJWrVXIB=w397-h298-k-no
ChIJEV5dagNrjxIRscLZimkjFGA,Cafe El Bahdja,All,https://lh5.googleusercontent.com/p/AF1QipMzEIYJJ6lcN0t8HqUSS3318BY4pl5MMSJDpmTC=w397-h298-k-no
ChIJEV5dagNrjxIRscLZimkjFGA,Cafe El Bahdja,Vibe,https://lh5.googleusercontent.com/p/AF1QipMzEIYJJ6lcN0t8HqUSS3318BY4pl5MMSJDpmTC=w397-h298-k-no
ChIJnc2ul0BrjxIRdQ0ZlhsLT3o,Cafeteria les andalouses,All,https://lh5.googleusercontent.com/p/AF1QipNzZNgFjnNw0Nz5z3aLqcZxfFVSUXBsk_vd5uvX=w224-h298-k-no
ChIJnc2ul0BrjxIRdQ0ZlhsLT3o,Cafeteria les andalouses,Vibe,https://lh5.googleusercontent.com/p/AF1QipNaiGZd-Lrgs7ZMDw7_u2TCk590fK7Qxx38tvKT=w224-h298-k-no
ChIJ2T7lgZ1rjxIR7iyhETeFqVM,BENSAID COFFEE,All,https://lh5.googleusercontent.com/p/AF1QipMMvQVSBrbv81etWwqH5Ftv2y3h5bFsPsmFVWe3=w529-h298-k-no
ChIJz7u0AuNrjxIR8maOSLlUoyY,Coffe el megri,All,https://lh5.googleusercontent.com/p/AF1QipPM7La1hxZA5rxGizooDOxJWGl8IZQwcQl-Gf8m=w529-h298-k-no
