place_id,place_name,about,link
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,All,https://lh5.googleusercontent.com/p/AF1QipNioUV_SIiL82we5WMQSqQO4XTbhFySkeQIlOii=w314-h298-k-no
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,Menu,https://lh5.googleusercontent.com/p/AF1QipPj_4IdKHlmTchVqRhXSBX9YaML4KJbr6_XnPAe=w224-h298-k-no
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,Videos,https://lh5.googleusercontent.com/p/AF1QipOmJhzPftCb_4XO_yhqW8EE485FGQ29aIx5_-I2=w224-h398-k-no
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,Food & drink,https://lh5.googleusercontent.com/p/AF1QipN0TQh2EtJFLl-B4df_jtleLecUeYIH8Vv-fqgx=w224-h398-k-no
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,Vibe,https://lh5.googleusercontent.com/p/AF1QipOQO0i6Wgjdj1vlZHBkPcDKRM6VhsAXtXFy0oVe=w224-h298-k-no
ChIJVwjHg3XEikYRSEAQ2uj72NY,Bagarstugan Cafe & Vin,Street View & 360deg,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=r-eKixieZdISLIIFyiA8Fw&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=31.557365&pitch=0&thumbfov=100
ChIJbcdkdnXEikYR9KSsBgrjyPU,Julius Cafe & Konditori,All,https://lh5.googleusercontent.com/p/AF1QipOlNxMOpJ31a59VwOBPjOwnj4LUvu2Z5olTnEZS=w613-h298-k-no
ChIJbcdkdnXEikYR9KSsBgrjyPU,Julius Cafe & Konditori,Food & drink,https://lh5.googleusercontent.com/p/AF1QipMlIVi_KodRdlmRhzkK9a-EXPgRIcV4vkzOO7m3=w397-h298-k-no
ChIJbcdkdnXEikYR9KSsBgrjyPU,Julius Cafe & Konditori,Vibe,https://lh5.googleusercontent.com/p/AF1QipOO95GNbYulaJaqwMIKby7pX9QDnLJH2xR-VAVk=w397-h298-k-no
ChIJbcdkdnXEikYR9KSsBgrjyPU,Julius Cafe & Konditori,Coffee,https://lh5.googleusercontent.com/p/AF1QipM5D9lpa5zBNM-juYi6SJZLs3pp8j12jJtkHckk=w529-h298-k-no
